Customer Name,Sales,Profit,Quantity,Orders,Avg_Discount,Profit Margin
Shahid Hopkins,2180.718,-144.5229,45,10,0.23333333333333334,-6.627308070094346
Shahid Shariari,3056.8070000000002,-1010.9738,46,6,0.25833333333333336,-33.07286982789557
Sharelle Roach,3233.481,-3333.9144,34,5,0.36666666666666664,-103.1060457754352
Shaun Chance,1874.998,379.5611,44,7,0.27999999999999997,20.243280259498945
Shaun Weien,2921.544,793.6548,18,7,0.1111111111111111,27.165594630784273
Sheri Gordon,1884.798,-119.0105,62,8,0.15,-6.3142310210431045
Shirley Daniels,6121.114,1985.1671999999999,82,9,0.10476190476190476,32.43146917374844
Shirley Jackson,1318.776,68.09629999999999,30,5,0.14285714285714285,5.1635986702821395
Shirley Schmidt,613.4,199.93449999999999,36,3,0.0,32.594473426801436
Shui Tom,433.34000000000003,84.4419,33,7,0.20000000000000004,19.486292518576636
Sibella Parks,1306.086,-118.77570000000001,43,6,0.26,-9.094018311198498
Skye Norling,1860.418,-716.8565000000001,67,6,0.1733333333333333,-38.53201269822159
Sonia Cooley,902.7280000000001,100.2253,30,5,0.34285714285714286,11.102491558919187
Sonia Sunley,418.49,135.5401,17,6,0.0,32.38789457334703
Speros Goranitis,3124.832,463.269,49,6,0.09230769230769233,14.82540501377354
Stefania Perrino,5440.319,-270.42819999999995,77,9,0.25,-4.970815130509809
Stefanie Holloman,2096.392,260.6258,16,2,0.2,12.432111933264393
Stephanie Phelps,1872.4360000000001,268.4782,71,9,0.15333333333333332,14.338444678483004
Stephanie Ulpright,2595.364,763.4719,61,7,0.13333333333333333,29.416756185259562
Steve Carroll,1254.64,370.1578,26,6,0.0,29.503108461391314
Steve Chapman,2576.408,611.8291,66,10,0.15714285714285717,23.747368429223943
Steve Nguyen,3127.9592,481.74989999999997,89,7,0.1168421052631579,15.401412524818097
Steven Cartwright,5226.21,1276.6513,133,11,0.15000000000000002,24.427860725076105
Steven Roelle,4345.8859999999995,1990.4243999999999,50,8,0.03333333333333333,45.800198164424934
Steven Ward,758.6959999999999,68.2416,27,2,0.1,8.99459071881228
Stewart Carmichael,4492.657,-671.1874,75,7,0.30476190476190473,-14.939653750553402
Stewart Visinsky,4105.305,485.0272,91,9,0.184,11.81464470971097
Stuart Calhoun,279.25600000000003,51.8252,11,4,0.12000000000000002,18.558312086401006
Stuart Van,1271.0900000000001,199.6502,24,4,0.19999999999999998,15.707007371625927
Sue Ann Reed,4767.3415,610.1496000000001,75,10,0.19285714285714284,12.798529327089323
Sung Chung,280.632,31.1757,13,2,0.2,11.109103737278714
Sung Pak,4282.94,566.7226,80,10,0.20833333333333334,13.23209290814254
Sung Shariari,964.636,-75.586,39,5,0.24000000000000002,-7.835701756932148
Susan Gilcrest,47.946,-3.7073,17,3,0.4,-7.73224043715847
Susan MacKendrick,1043.041,-237.2885,20,1,0.2833333333333333,-22.74968098090104
Susan Pistek,3990.689,14.692400000000003,57,6,0.2714285714285714,0.3681670007359632
Susan Vittorini,1903.491,106.8912,66,8,0.23076923076923078,5.61553482522376
Suzanne McNair,5563.392,581.5741999999999,94,12,0.1272727272727273,10.453590183830295
Sylvia Foulston,3336.535,539.9352,66,9,0.2705882352941177,16.18251269655496
Tamara Chand,19052.218,8981.323900000001,42,5,0.11666666666666665,47.140568620409454
Tamara Dahlen,1434.5480000000002,88.1897,67,9,0.24375000000000002,6.147560067700766
Tamara Manning,2955.2259999999997,573.3013,67,8,0.05263157894736842,19.39957553161755
Tamara Willingham,5278.826,737.3905,57,7,0.10000000000000002,13.968835115989805
Tanja Norvell,3130.221,-692.0452,48,7,0.19999999999999998,-22.108509271390105
Ted Butterfield,1467.881,390.2113,66,5,0.05555555555555555,26.583306139939133
Ted Trevino,4915.602,751.9567,66,7,0.1142857142857143,15.297347100111033
Thais Sissman,4.833,-3.3156,4,2,0.7,-68.60335195530726
Thea Hendricks,2422.824,-135.2125,29,5,0.17142857142857146,-5.580780939927952
Thea Hudgings,2942.772,-252.5539,29,4,0.23333333333333334,-8.582176940653234
Theone Pippenger,4454.0560000000005,1129.1261,55,9,0.08750000000000001,25.35051422793067
Theresa Coyne,1038.26,265.5332,17,1,0.0,25.57482711459558
Theresa Swint,2163.6240000000003,260.87440000000004,60,6,0.22352941176470587,12.057289066861895
Thomas Boland,3589.296,829.1635,36,4,0.09090909090909091,23.10100643691688
Thomas Brumley,816.1740000000001,179.0038,23,4,0.025,21.932063506066108
Thomas Seio,5371.09,862.8877,67,7,0.15789473684210525,16.0654113038508
Thomas Thornton,1427.0439999999999,278.7371,55,8,0.21333333333333335,19.53248112882294
Tiffany House,1022.201,92.729,40,8,0.2076923076923077,9.07150354969326
Tim Brockman,1602.376,260.6155,74,7,0.2473684210526316,16.26431624038303
Tim Taslimi,439.5,93.9162,8,3,0.0,21.36887372013652
Toby Braunhardt,2198.45,490.9567,35,6,0.1,22.33194750847188
Toby Carlisle,4266.812,606.3727,63,8,0.13125,14.211376081252233
Toby Gnade,3058.372,682.1704,30,5,0.2111111111111111,22.30501717907436
Toby Ritter,675.9419999999999,220.36440000000002,22,5,0.028571428571428574,32.60108115785083
Toby Swindell,974.7819999999999,-184.97889999999998,51,5,0.2833333333333333,-18.976437808658755
Todd Boyes,834.328,268.967,44,5,0.06153846153846154,32.2375612468957
Todd Sumrall,11891.751,2371.7144000000003,59,6,0.11666666666666667,19.944198293422055
Tom Ashbrook,14595.62,4703.7883,36,4,0.07999999999999999,32.22739630108211
Tom Boeckenhauer,9133.99,2798.3689,55,7,0.07058823529411766,30.6368728233773
Tom Prescott,5329.0048,-1087.3898,39,5,0.462,-20.40511954502274
Tom Stivers,2054.14,48.70169999999999,31,5,0.15714285714285717,2.370904612149123
Tonja Turnell,5364.808,1124.4999,48,7,0.1285714285714286,20.960673709105713
Tony Chapman,1244.976,119.104,45,9,0.2636363636363636,9.566770765058925
Tony Molinari,1094.6779999999999,292.52099999999996,12,3,0.05,26.722104582352067
Tony Sayre,2243.274,11.377899999999983,54,6,0.19285714285714287,0.507200636212963
Tracy Blumstein,4737.486,-1603.0451,85,9,0.265,-33.83746358300584
Tracy Collins,742.5580000000001,217.933,28,7,0.11000000000000001,29.34895321308234
Tracy Hopkins,4234.0960000000005,-571.9678,44,7,0.06923076923076922,-13.508616715350808
Tracy Poddar,1936.6399999999999,139.22869999999995,48,4,0.24,7.189188491407797
Tracy Zic,1707.286,224.8887,30,4,0.08888888888888889,13.172292164288818
Troy Blackwell,1387.559,-136.4091,29,5,0.2714285714285714,-9.830868453161271
Troy Staebel,2820.424,-294.6981,44,7,0.3727272727272727,-10.448716221390827
Trudy Brown,2797.668,379.882,60,9,0.14,13.578523255797329
Trudy Glocke,2074.661,365.7205,50,4,0.13,17.627964279465417
Trudy Schmidt,3368.094,220.91629999999998,52,5,0.19285714285714287,6.559089502846415
Valerie Dominguez,6442.254,1617.7874000000002,71,6,0.07500000000000001,25.11213311365867
Valerie Mitchum,2454.866,513.5269,37,7,0.10000000000000002,20.918734464528814
Valerie Takahito,1736.596,-224.08889999999997,42,2,0.3333333333333333,-12.903916627701548
Vicky Freymann,847.944,-96.27799999999999,35,5,0.06363636363636363,-11.354287547290859
Victor Preis,993.9019999999999,205.3888,18,3,0.04,20.66489452682458
Victoria Brennan,2005.596,371.2398,37,6,0.16999999999999998,18.510198464695783
Victoria Pisteka,3360.526,-1018.7768,65,7,0.17142857142857143,-30.315992198840302
Victoria Wilson,6134.0380000000005,-874.6645,77,10,0.1611111111111111,-14.259195981505165
Vivek Gonzalez,846.01,143.6268,32,6,0.07500000000000001,16.976962447252397
Vivek Grady,427.372,-52.333,16,5,0.10000000000000002,-12.245303857061295
Vivek Sundaresam,1055.981,-262.8093,38,4,0.475,-24.887692108096644
Vivian Mathis,380.69,116.6373,25,5,0.11249999999999999,30.638393443484198
William Brown,6160.102,714.3311,146,11,0.2054054054054054,11.596092077696115
Xylona Preis,2374.658,621.23,100,11,0.04642857142857143,26.160819789628654
Yana Sorensen,6720.4439999999995,1778.2923,58,8,0.05000000000000001,26.46093472395574
Yoseph Carroll,5454.35,1305.629,31,5,0.07500000000000001,23.93738942312099
Zuschuss Carroll,8025.707,-1032.1490000000001,105,13,0.25483870967741934,-12.860536772648192
Zuschuss Donatelli,1493.944,249.1307,32,5,0.1111111111111111,16.676040065758823
